comment,label,label_class
You all do realise this is recorded a while ago.,1,0
How long will this last is the question. Regardless good luck Trish,3,0
Well this lasted a very short while...,3,0
"cauliflower buffalo ""wings"" are actually really good XD",1,0
The only tip I can give you is that in regards to gaining weight is lower the intake in sugar. Also not all sugars a vegan but regardless sugar is s big issues for new vegans who want to lose weight. They think because it had not animal products (which isn't always true) it's healthy but sugar is a weight gainer for sure. You can have sugar but try to stay away from vegan desserts. It's filled with sugar for the most part to make it taste good,1,0
"Yay! Welcome!!! Make sure u have a lot of (egg less, milk less) noodle stir frys, pasta with tomatoes and veggies, rice, potatoes I personally love them with leaks it's beautiful! Try vegan chicken and vegan sausage ( but make sure it has no milk or eggs)",1,0
The thumbnail is FUCKING killing it,1,0
Yay Trish! Im sure it will make you feel amazing! I have been vegan 8 months and it has been one of the best decisions I have ever made!!!!,1,0
"Watch That Vegan Couple's video on you. I really think that it'd be helpful. I'm so happy that you're finally going vegan, and I hope that you do it right so that you can stay on this lifestyle. Love you. ❤️",1,0
"I'm so glad for you, I hope everything goes amazing💖💖💖💖💖",1,0
"Hey Trisha, I'm really happy for you. I've been vegan for 9 months and it's the best decision I've ever made. I was able to find a lot of amazing videos on YouTube for recipes. Some of the best ones are the vegan ""what I eat in a day"" videos. The Vegan Corner, Cam and Nina, Naturally Stephanie, and many more are great YouTube channels that share many recipes. Also, if you like ice cream, frozen bananas with a little bit of non-dairy milk makes the best soft serve ice cream that is delicious and completely healthy and cruelty free. You can blend it with chocolate or peanut butter and put on loads of toppings. The wonderful thing is you can eat as much as you want of it as well. Good luck in these two weeks and I hope you enjoy and possibly continue with the Vegan diet.",1,0
"Don't go raw vegan because you will get bloated, stick to cooked carbs , veggies and fruit. Xoxk",1,0
quel décolleté - mais qui parlant beaucoup ne disent jamais rien...,3,0
Never heard of you but vegan gains did a vid on you so I wish you luck 😊,1,0
But you just ate a Chicken Waffle on your snapchat? lol,2,0
Yay! You seem so happy and positive about this so I hope it's something you'll love! Eat plenty!! :D I'm not vegan but hrm maybe if it goes well for you maybe I could try! :o,1,0
"Just try, don't sneakily go eat some ham or dairy without your fans knowing it because the begging part of it all is the work things because of all the withdrawals. But eventually you will realise how much better you feel",1,0
Wasn't this filmed a few weeks ago though?,1,0
Go to whole foods and stock up on Annie's foods. They make a bunch of vegan options that you can eat,1,0
"Thisss isss sooo GREAT!!! 😘❤️💗 that's so amazing, i'm so happy for you💕",1,0
"Yay!! Good For You Trish ❤💚❤💚❤ Vegan is the best choice I've EVER made!! Keep it up girl, you CAN do it!!",1,0
Can you do a makeup tutorial?!?!?!,1,0
are you joking? omg girl yes. I subbed.,1,0
"first of all to everyone saying she failed. she released, I love chicken too! I said I wanted to go vegan and I loved it so much but I didn't stick with it. it's not a lie she just needs to know not to do that. maybe offer her some grapes or something lol",2,0
You have to eat lots of beans rice and pasta and smoothies because you have to eat enough or you will fail,1,0
Look up mommy tang the YouTuber,1,0
Something Vegan it's great too!,1,0
u should just buy freelee's book,1,0
"Your body will likely not transform in two weeks, but eating mostly fruit and veggies will do wonders for your skin and digestion. That said, somebody else in the comments said not to eat only raw fruit and veg to start, and I'd agree, cause it will probably be too abrupt a change to stick to. If you seriously want to try out the diet and help your health and aesthetics long term, I'd start by going to vegan restaurants and trying well prepared vegan meals (even the ones with fake meats, cheese etc if you're adventurous) and eating fruit and veg at home. Also, it would be a good idea to allow yourself some vegan sweets as a transition. I'm not a vegan activist, and I'm not writing this to you because of your reach. I've been dealing with disordered eating on and off for the last 12 years and since I went vegan some 4 months ago, so much in my body and mind has changed for the better (yes, I've lost a bit of fat too), and I hope it does for you too. Good luck.",1,0
"Freelee the banana girl paid Trisha to promote her . She didn't really go vegan . Freelee the banana girl made a video about it , search for it .",2,0
Look for vegan substitution for foods you would usually eat,1,0
"Watch Hot For Food. Or go to their blog. They have some really easy recipes, n they are also super good.",1,0
"EYE LOOK TUTORIAL PLEASSSSEEE!?!? AND congrats but i need my chicken turkey and fish. I gave up red meat, but chicken turkey and fish are so good for you. you need your Omega fatty acids, and protein, and I eat organ meat for the fatty acids and high amounts of Vitamin A! Braunschweiger is where its at.",1,0
Well Trisha there is a difference between eating vegan and being vegan. Veganism is a philosophy and lifestyle that avoids animals products whenever practical and possible. When you live vegan you stay vegan because you know that eating animal products is unnessary and morally wrong. I'm glad you are making great strides Trish. Keep it up and hopefully you can fully connect with the ethics from after hearing from other vegans! 😃,1,0
feel free to give away all your leather bags to us,1,0
WATERMELON BITCH !!!! THAT SHIT IS SO GOOD,2,0
YESSS TRISHA IM SO HAPPY,1,0
Waits for the bananas to get brown so that their healthier 4 u??? 😂😂😂😂😂💀,2,0
"YAY TRISHA!!!! LOVE u for going vegan at least starting anyway....listen to me though - do NOT do freelee's raw til 4 ok DON'T!! u will put weight on. u need to do it for 3-4weeks to really feel clean inside and lose weight, eat normal levels of fat & protein but keep calories below anything freelee recommends",1,0
"RICE AND FUCKIN BEANS, also eat your water. Eat tons of water melon and fruit high in water, also healthy fats nuts and avocados 💗💗💗 so proud of u Trisha tons and tons of healthy carbs CARB THE FUCK UP 💗💗💗💗",1,0
Yay! You are going to feel great!!! And save a ton of animals! Good job!!,1,0
"If you are going vegan for looks, I would also suggest an hour of workout everyday. There are really great videos online that have helped me lose 10-20 pounds. You don't need to starve yourself, eating many greens are good too. For protean beans are the best way to go. But yes, healthy diet, no fast foods, and veggies and fruit, gluten free pastas, stuff like that. And workout 45 minutes to 1 hour. Will for sure help you loose weight and tone your body. Just remember that loosing weight and all that jazz will take time, but I 100% support I think going vegan is going to help you so much. And I wish you good luck!",1,0
"Also check out Supreme Banana, she's my favorite vegan youtuber. Super sweet and down to earth, not off-putting at all and she has a lot of ""what I ate today"" videos and helpful recipes and hacks that make it a lot easier! My favorite sources of protein are black beans, quinoa, certain greens, sprouted grain bread, and even good old vegan protein powder. If the greens are hard for you as they are for me just throw them in a smoothie or even blend them into pancake batter. So much easier to get them down that way!",1,0
I never thought u would succumb to freelee girl 😂,1,0
"Good luck!!! Even if you mess up (we all do) don't worry just take it one meal at a time. Vegan food can be so delicious. I like to get vegan substitutes (vegan cheese, vegan chicken nuggets, earth balance ""butter"" cashew milk etc)",1,0
"YAS GIRL YAAAS! I'm so proud of you! Hopefully you'll continue after 2 weeks! Just remember, on a vegan diet, if you're hungry, do be scared to eat. Just eat till you're full, no matter the calories. Good luck, Trish! Love you <3",1,0
"Hey Trish a vegan here !!! First off if you want to succeed you absolutely shouldn't even consider not eating as much as you want!!! The only way you are going to gain weight on a vegan diet us if you eat oily fatty foods so if you want to lose weight as quickly as possible eliminate all overt fats(avocado, nuts, seeds, coconuts etc. that most of their calories come from fat) also eat as much while foods as possible like ricepotatoes beans lentils, oats and such. Those are going yo make you satiated and full for a looong time. That packaged watermelon shouldn't even be a snack and it is not good a idea to eat it at lunch time bc melons have a high water content so they are best digested if eaten first thing in the morning. Otherwise you are going to be bloated and gassy🙄. For example you can eat fruit as breakfast, for lunch/ you can make potato 'fries' that you bake in the oven instead of dunking them in oil😝, you can make rice stir 'fry' with loots of veggies and rice again no oil... there are endless recepies search around youtube. Also watch Mr&Mrs Vegan on youtube they are from LA and have helped me a looot to understand how to eat properly and have very educational videos. Hope you continue this after the 2weeks aaand GOOD LUCK 😚",1,0
"This is such horseshit, clearly her glam and outfit tell this video is old and she's constantly posting vlogs about eating non vegan things and in her cook with me grocery haul on her vlog channel she references ""piggies sizzling"" and she's cooking bacon and apologizes to all the vegans and says she tried to go vegan for a hot minute (THIS VIDEO IS CLEARLY THE HOT MINUTE). It's fucking pathetic she would even upload this knowing she didn't stick with it.",5,1
Yes trish! Proud of you x,1,0
I HAD TO PAUSE THE VIDEO AND SAY YOUR BODY IS SO BOMB I SAW YOUR WAIST AND JUST..jaw dropped. I'm envious,1,0
"while you're in a vegan diet you CANNOT eat all the calories you want, freelee is very wrong in that specially if youre only doing it for 2 weeks, just letting you know :)",1,0
"I think everyone thinks being a vegan is totally strange, and people think all u eat are fruits and veggies. 🙄 Which is true, but all u literally have to do is swap your usual habits to countless many vegan options. 🤗 For example you still can have all ur fav junk food, baked goods and as well as burgers and such. 🍌🍎🍟🌯🌮🍔🍟🍝🍕",1,0
YAAAAS TRISHA SLAY! Veganism is magic xx,1,0
Go to high carb Hannah's Channel Trish!!!!!!!! You don't need to just eat fruit and veggies your Maine thing to eat is carbs omg it's a miracle all you want pasta rice beans potatoes and more !!!!! Please read this comment !!!!!💙💙💙😱😱😱😱👌🏼👌🏼👌🏼🤘🏼🤘🏼🤘🏼🤘🏼🤘🏼,1,0
"Potatos ,potatos ,potatos!...potatos",1,0
"Freelee does have a great body but it's not just her being vegan, she also rides crazy long bike rides 3-5 days a week. If you were to eat her diet and not exercise the way she does, you would actually gain weight.",1,0
Don't do something if someone else is constantly pressuring you about ur weight (freelee),1,0
"good luck Trish.. keep at it.. it's going to be very hard, as meat is very addictive.. but if you keep at it, you can do it!.",1,0
The edgy veg has some amazing recipes!! They look so good and not just fruit and veg,1,0
Oh lord you are so ugly,5,1
so delicious snickerdoodle ice cream,1,0
"Alexandrasgirlytalk has some good vegan recipes in her vid called "" what i ate in a day as a vegan """,1,0
"Im pretty sure this was the video FreeLee Was talking about in her one video. Saying how trish said she was going vegan for a bit, yet she never uploaded the videoand obviously didnt go vegan... so now trish uploads a what 3, 4 week video? (when was freelee in LA?) and expects us to believe shes going vegan for 2 weeks huh?",1,0
Very confused as to why you were just eating sour cream and chives chips on your Snapchat if you're vegan?,1,0
Cliff bars are great Frosted Flakes Reese puffs regular sun chips and lays chips!!!! Omg pasta on pasta on pasta!!! Chipoltle wihtout meat sour cream or cheese! Annie's fruit snacks are so good def try those. Go to the frozen section at like target they have Amy's food which has a bunch of vegan options or at whole foods.,1,0
"good foods to eat: grains (rice, quinoa, whatever you like), all the fruit in the world, potatoes, huge smoothies with spinach cuz u can't taste the spinach, acai bowls, hash browns (no oil, stay away from oil in general its very concentrated bad calories but potatoes are good calories), oatmeal with bananas frozen blueberries and maple syrup is so good, beans like chickpeas are so good on rice and stuff (i like making mine with potatoes in the beans and tomato sauce and spices and then topping everything off with corn), vegan tacos, vegetable sushi, spring rolls, and baked potatoes. if you want to lose weight, remember: whole food and low fat. if you want to save animals, as long as it's veeg you're good",1,0
"Veganism is the only community filled with DRAMA you haven't been a part of. You know many of YT so called vegans are FAKES. Many have mental issues including drugs and alcoholism, and they have been in and out of rehabs. Feel free to fit in with the loony fruit bats.",5,1
"TRISHA, LOOK UP ""HOT FOR FOOD"" ON YOUTUBE",1,0
I'm a bit confused by the video because I have trish on sc so I see what she wears on a daily basis and when she films videos and this on seems like she filmed it a few weeks back. Correct me if I'm wrong but is she not wearing the dress she wore to Shane's premier? Did she not just film a music video. I honestly could be completely wrong and I hope so!,2,0
"Some breakfast ideas: oatmeal with fruit & maple syrup, avocado toast, cereal with almond milk, smoothie Lunch ideas: rice with avocado & nutrional yeast, rice with frozen veggies and ketchup/bbq sauce, potatoes with ketchup (hell ya), pb&j snack ideas: fruit, dates with peanut butter, juice Hope this helped!!!",1,0
good for you !!,1,0
"If you want to lose weight don't eat a lot of fruits, fruits = sugar, grapes are especially bad for losing weight cuz they contain a lot of sugar, eat grapefruits and oranges instead, 1 banana is about 100 calories - eat only 1 a day, buy nuts and apples and veggies and you'll be great + drink a lot of water",1,0
I'M SO HAPPY FOR YOU,1,0
"I am just starting to become a vegan as well and for recipes I recommend The Vegan Corner, they're really good. Also I just made the Vegan Chili by Raw. Vegan. Not Gross (the recipe is not raw though) and it tastes amazing so I recommend it as well <3",1,0
"List of things to eat:rice,beans,potatoes,lentils,pasta, oatmeal, Mac and cheese, and many more things💁",1,0
"Trish I truly, truly hope you're making this life style change to help our world. Not just to lose weight. Being a vegan does not mean suddenly lose 30 pounds, it takes so much dedicated and planning. Being an unhealthy vegan is a true thing and it's so easy to do. All I can ask is learn as much as you can about this lifestyle and enjoy the fact you're helping our planet in so many different ways. I hope this is the beginning of a new and beautiful journey 💞",1,0
"girl! this is awesome. make sure you're eating enough food also! I love the gardein chicken fingers and beefless burgers:) check out kalel, hot for food and edgyveg",1,0
"You do realize, that some people gain weight when they try eating a full vegan diet? It doesn't work for everyone trish....",1,0
no one is as smart as vegan god. the lord of vegan brains. Mentor of millions of vegans. Gary Yourofsky,1,0
"Good for you, whether its 2 weeks or life its still something, also your makeup is so pretty ❤️",1,0
She talks sooo much & so fast 😳🤔😂,2,0
everyone: im so proud of u trish!! me: oh cool :D,1,0
"Trader joes fried rice is so easy and vegan on nights when you don't feel like going out or cooking, also Chao brand cheese is the best in my opinion! :)",1,0
"start wiht 2 weeks but continue because it can take months to notice a life changing high feeling. I feels amazing, u dont even need drugs",1,0
Check out Vegan Gains recent video about Freelee... she's honestly not a good person.,1,0
"I AM SOOO PROUD!!! eat POTATOS i personally like cutting them up and baking them in the oven for fries. eat TOFU unless you don't like it but i used to not like it but now i love it. DON'T BE AFRAID TO GIVE FOODS A CHANCE! Don't forget you live in LA ( as far as i know) and its pretty easy to be vegan there, ive heard there are many vegan resturants :) BEST OF LUCK GURL! <3",1,0
"I'm so excited that you're joining the vegan movement, I've been vegan for about 2 months now and let me just say I feel a lot healthier and happier considering I went through some depression in the last year. I have always loved animals and I think that this cause is amazing! Some tips that I find very useful are to surround your self with food vegan only so if you are ever tempted to go back to the yummy non vegan snacks the only food source you have is vegan food. I also recommend looking up lots of youtube channels that do vegan recipes and websites that promote vegan friendly dishes. Best of luck to you and becoming vegan hopefully you will stay on this diet after the 2 weeks!",1,0
THIS BETTER NOT BE CLICKBAIT,1,0
Watch thatvegancouples video they have good advice!,1,0
I love avocado slices on vegan pizza,1,0
Good luck trisha 👩🏼👩🏼👩🏼👩🏼🍘🍣🍱🍢🍛🍙,1,0
"trish, I was vegan for two months. I am 13 years old. you CANT just eat fruit- I went to the doctor and I found out I am severly anemic. please be careful and don't hurt yourself like I did. make sure to consume a balanced diet that will keep you happy and healthy. I was already underweight and I lost more weight which was very bad for a 13 year old. be careful- my vegan diet ruined me.",1,0
"don't eat light weight things like fruit and expect to fill up! u gotta eat potatoes, beans, rice, pasta, grains (this seems so lame and gross but u can make it taste so good) like you said how those brussel sprouts were good - veggies are good when grilled (esp. green peppers) let your body adjust to the new diet, you may gain some weight at first just because you're taking in more calories, but veganism will clean out your body and eventually you'll be down to your body's best weight. it takes awhile! if you're willing to try veganism (or even vegetaraianism without dairy) you will end up with clear skin and less weight! but for most diets to be effective, you have to exercise. that's why freelee is so toned. i don't know if you're even going to read this, but i'm really proud of you! definitely search some vegan recipes on youtube, it makes it so much easier and eating fruit all day instead of filling, fiber-rich foods will leave you super hungry and undercarbed ):",1,0
"you need protein first, then fat and then carbs, the least amount. you are eating pure carbs/sugar.",1,0
"Okay so my faaaaav vegan dinner of all time is rice and veggies! So it's jasmine rice (or really any rice you want) , then I cook the veggies (I use onion, broccoli, mushrooms, garbanzo beans and sometimes sweet potato but use whatever you enjoy!) with salt, pepper, garlic powder and soy sauce! (I don't use specific measurements, just until I like how it tastes) then after the veggies are cooked, I'll mix in the rice so it soaks up the soy sauce and other seasoning then serve it up! So quick, so good, you need to try it!!",1,0
boboil butternut squash jalapeño grn onion grn pepper and sweat potatoes puree with coconut milk garlic and vegan cheese put inside large macaroni shells put caramelized onion marinara on top three sprinkle vegan cheese on top and bake,1,0
UPDATE US!!!! Snapchat updates!,1,0
rice rice rice !!!! rice and beans and potatoes are such a big part of my diet now that i've gone vegan !! i really hope you stick to this; the first few days or so can feel sort of yucky since your body is detoxing but after that you feel suuuper good !! you just have to make sure you're eating enough! if you feel tired or gross its probably because you need to eat !! Good luck !!!!,1,0
With Starbucks drinks just ask for soy or coconut milk instead of regular milk and if you wanna get a frap just also say no whip cream😘,1,0
I feel I'm in a paralel universe right now!! 😂 You Go Girl!,1,0
"Honey you can still make french fries (just make sure theyre vegan, mcdonalds arent) and potato chips and vegetable wok and stuff. You dont need to eat just veggies!! Go easy on yourself",1,0
I'm so proud that your actually trying this lifestyle. In the end you will love it.,1,0
"Awesome so happy for you! you will have amazing results in 2 weeks! but you know, it takes more time to get the huge awesome results! Eat rice and beans and potatos too :)) so happy for you!",1,0
"When I was vegan I missed sour cream and onion chips but I found vegan ones! They are called Earth Balance Sour Cream and Onion Chips and they're vegan, and let me tell you I'm obsessed with them.",1,0
"Tempeh, black beans, quinoa, and turmeric are really good for you and all vegan",1,0
I'm so happy for you😭😭😭😭really hope you stick with this!!,1,0
Guardian chicken strips are the shit,1,0
Yaaaay!!!! This is Freelee's impact! :D,1,0
Literally eat like half a watermelon it so good. Watermelon spears are lame.,1,0
be careful to not follow what Freelee says because she works out like hardcore and a lot of people had the misconception that they could eat whatever they wanted and no exercise but you can't. I've heard a lot of people gained weight after doing that so just be careful and you go girl!,1,0
I have one word to help you on your vegan journey... BURRITOS 🌯🌯🌯🌯 haha. Good luck 😊 hope you enjoy it!,1,0
"Trisha, you are such an amazing being. I'm glad you are trying this. You definitely don't have to stay this way, but just this is fantastic!😊 Vegans can give you advice on food and vegan help in general. You can look up vegan recipes and replacements for products like eggs, meat, milk, etc. There are so many fantastic recipes, and you can easily create wonderful desserts that taste just like or possibly better than desserts with dairy and meat products. It is best if you do your own personal research and find out for yourself if this Vegan lifestyle is okay for you. Most vegetables and fruits have much more protein and healthy vitamins than meat and dairy products. This is fantastic, Trish. We're so proud of you!🤗✌✨✨✨💕",1,0
please stay vegan! ♥,1,0
"I am not vegan or vegetarian at the moment but I have been watching your vlogs for a while and I have a few ideas that I think could help. I have noticed that you don't cook for yourself all that often(which honestly I don't either lol) However, being vegan, I hear that you have to learn how to cook or you will get really bored of the food you eat. I think it would be smart to look at a lot of the vegan restaurants or ""healthy"" restaurants around your area and find out what you like. If you do this, you have somewhere to eat when you go out and you can always post mate it when you don't feel like cooking. Again, I am not speaking from experience but I feel as though finding these restaurants will open your eyes to new vegan foods you might like and you would have no excuse to NOT eat vegan. good luck trisha!",1,0
i love you so much more now that you are vegan <3 <3 <3 <3 <3,1,0
Tofu pad thai is amazing! Make sure to specify no egg but other then that its totally vegan and delicious!,1,0
I love you Trish! Go vegan <3,1,0
this made me kinda sad. for someone who writes songs about being a bigger size woman it's showing that you're not happy with your body. You doing this is showing other people that being thick is not ok and having a body like freelee is what's beautiful. Guess my body's shit.,2,0
I may not agree with everything you say or stand for but I still respect you so much because you are so honest and kind. You are real about what goes through your head and what you're going through. That takes a lot of guts. Love you. You always make my day!,1,0
"Hi! To get a lot of my protein you should eat whole grains and nuts, especially sesame seeds. Or to get the same nutrition of meat you can eat lentils!!!!",1,0
Wtf trish u filmed this one month ago!!! Check her June favorites video people,1,0
Why is everyone being rude? Even if she wanted to cut out soda or just dairy ya`ll should support her.,1,0
Trish u can get soy frappicinos !!,1,0
What are you going to do about all your leather goods?,1,0
"YES trish :) don't be nervous, you will love veganism",1,0
"That thumbnail though lmao ,but I""m happy for you",1,0
"wait, didn't freelee lose her footage of them collaborating too?",1,0
Waiting for freelees video now!!! Happy for you Trish :),1,0
I'm really happy to learn that you're at least giving it a try. you really deserve huge kudos for this.,1,0
Yaaaas Trisha I'm so happy for you !!!!!! 😆😆😆🍃🌿🍃you will love it trust me you will feel great I know sometimes you tent to fall but hang in there and you won't regret it.. Ohh and please remember to carb the fuck up!! 🍜🍚🍌🍌🍌🍆🌽,1,0
watch Matt Lush here on youtube. He is a vegan also! He knows alot! :) Try Veggie Grill in LA!,1,0
Just be careful don't go vegan straight away do it slowly because my stepdad was vegan for a week and got rush in to hospital so be careful 😚😀💕✨,1,0
I'm so excited for you!! I've been vegan for almost 8-9 months now and I love it! One of my fav got to snacks is 2 frozen bananas (which are really ripened) + a few splashes of plant based milk + any kind of sweetener and then blitz it in a food processor! Super easy and fast! I highly recommend <3,1,0
You cant just eat fruits and Veggies to be vegan you will have lots of health problems you need to eat grains and proteins and things that will fill your stomach longer than 15 minutes you should read up on veganism more and watch some meal prep kalel is a really good example she has amazing vegan meals and shes a devoted vegan :),1,0
"Trish, you MUST try gardein products! They make the best mock meat out there! :)",1,0
"Should have some hummus for your carrot sticks 😊 Best advice for protein is nuts, beans and leafy green veg! I usually toss some spinach in a fruit smoothie which is a great way to eat it if you don't like the taste.",1,0
Am I the only one beyond excited to see Freelee's response to this??? Btw yay Trisha!!! So happy for you!!!,1,0
I am vegaaaaaaan,1,0
I am so fucking proud of you! You are doing such a good thing. Eat lots of greens and get your fruit in and carb the fuck up(many vegans say that) haha,1,0
if you miss meat gardien black bean burger is great,1,0
Vegan gains gave you some good advice in a video.,1,0
the thumbnail is so obvious lmao,1,0
Follow creeddennis on instagram! She has lots of really great and easy recipes!,1,0
"yay! go vegan everybody! its the best thing you can do for the planet, animals and yourself. <3",1,0
"Good for you!! ❤️ check out hot for food on YouTube! You can eat rice, pasta, beans, fruits, veggies, salad, smoothies, nuts, seeds, etc. You won't gain weight so long as you eat healthy food. A diet of Oreos and original Pringles is vegan, but it's not healthy. It's okay to eat some unhealthy food, just don't overdo it. My favorite vegan treat is Ben and Jerry's dairy free ice cream and Daiya's cheezecake (I found it at whole foods!) good luck on your journey!! Much love ❤️",1,0
"Trish, this is great news! Going vegan can be really hard at first, so don't beat yourself up and give up on veganism if you make mistakes! I made mistakes when I first went vegan such as accidentally eating parmesan cheese on my spaghetti at a restaurant, and eating sour cream that was mixed in with guacamole. It's okay! Just pick yourself and carry on. What matters is that you're trying. Don't just eat fruits and vegetables though! I recommend Morning Star Garlic and Quinoa vegan burgers on a bun with lettuce, tomato, onion, ketchup and sour cream! Get some cans of chick peas, they are delicious. and Hummus and pita bread! It's so good. You can make a great meal with hummus on bread with fresh veggies. They also have vegan frozen pizzas that you can sprinkle vegan cheese shreds on it! Make smoothies in the mornings! Or have toast with vegan butter. Bagels with PB&J. The options are endless! Please don't just eat fruits and veggies and starve yourself and give up on veganism. Good luck, we support you!",1,0
YASS GO GIRL!!! I'm trying to go vegan too!!!,1,0
"As a vegan I would say make sure you eat enough of the right stuff, protein u don't need to worry about cuz there's more than enough in fruit and veggies. Keep in mind that it takes time to loose the weight LOVE U TRISH 💖🐠🐠🐮🐻🐼🐨",1,0
"Look at those muscles, They are men's",2,0
"Bruh she already failed, she be eating chicken with waffles rn on her snapchat",1,0
VEGAN MUKBANG PLZ TRISH,1,0
I love trish but she had bacon and eggs on her snap yesterday and today's the 28,1,0
"YES YES OMG I CAN'T EXPLAIN HOW HAPPY I AM! REEAAAAALLLY HOPE YOU STICK WITH IT! Definitely wtch more documentaries like cowspiracy, earthlings, forks over knives... Ly gurl!",1,0
Going vegan for a few weeks to lose weight? Bitch I gained weight the first month I became vegan. Good luck with that tho.,2,0
Someone pick up my jaw off the floor pls,2,0
just eat my banana u will lose alot of weight,1,0
yeah right lol,1,0
Check out minimalist baker! Her recipes (most aren't baking or sweets) are super easy to follow and honestly my faves. Also whole foods has really great alternatives for dairy and cheese and stuff,1,0
I eat fruit smoothies every morning for breakfast. I eat mostly rice and tortillas with avacado and stuff like that :),1,0
"I never thought u would be vegan lmao, you can try instead of meat tofu! Actually it kind of taste almost the same as meat, it's delicious and healthy! Also remember vegans kind of eat more than omnivores, make sure you eat enough calories in day.",1,0
trisha u can make most things at starbucks vegan by asking for coconut milk or soy milk ..coconut is sweet so I get that and no whip cream !,1,0
"YAY! I'm so happy for you girl! :) Make sure to eat plenty of whole foods, especially carbs! Potatoes, grains, beans, lentils, tofu, as much fruits and vegetables as you like.",1,0
Don't say you are going vegan when animals died for that cake you put on your face,1,0
"make sure you eat lots of green leafy vegetables!! kale, spinach, watercress, all that good stuff! they're all super high in protein and give you lots of energy to help you get through the day:) love you lots Trisha!!❤️💜❤️",1,0
Well going vegan doesn't just mean changing what you eat it also includes Beaty products such as lotions soaps (bath bombs) and make up. For example her false eye lashes she uses aren't Vegan. Most mascaras are made from bat manure (it's very hard to find vegan mascaras) and most lipsticks are made from crushed up Beatles (I know very gross) but I believe she will try very hard but it takes someone very very special and I don't think she's cut out for it... I could be very wrong,1,0
If u like coffee silk creamer is great,1,0
"My diet staples are fruit, vegetables, potatoes, oatmeal, pasta, rice...avoid oil at all costs even though its not an animal product. If you want to shed fat, dont eat high amounts of fat. Also checkout High Carb Hannah, Mommy Tang, the Vegan Sandwich Show...also the Edgy Veg is a cool recipe show.",1,0
Search up on YouTube for vegan recipes!!!!! They are rlly helpful and delicious!!!!!! 💗,1,0
"I doubt this, she likes junk food way too much.",3,0
Go on Pinterest! They have tons of boards and shopping lists for people just starting out on Vegan! Also soooo happy that you are trying!!!,1,0
there are so many vegan options for not vegan foods,1,0
Anyone know how tall Trisha is??,1,0
chicken tenders arentt vegan,1,0
Where's banana bitch and her 2 cents??,5,1
Being vegan helps a bit with weight but freelee always cycles that why her bod is so thin! I would recommend getting on a bike too if you want to loose weight! Hope this helps Trish!,1,0
I the uk we have rspca laws about the execution of animals xox,1,0
"Hey Trish I'm totally the same. I went vegan for two months before I switched over being a vegetarian for the last few months. It's hard for me because I used to really enjoy chicken. But since being vegetarian I've found so many fake chicken options. The best is the ""buffalo wings"" from Morning Star. They taste like chicken nuggets and not wings, but I would say the things that helps me the most is potatoes, RICE, and pasta. I could down a whole pot of rice mmmm. So yummy. I also currently weigh 200 lbs,but I can tell you this. I have not looked 200 lbs since changing my diet. The numbers on the scale get people down, but the way you look should motivate you rather than the number. I feel healthier than ever before. And I think you will some amazing results. I feel it.",1,0
This video was filmed 2 weeks before she shot the daddy issues music vid (her hair makeup and outfit from that day are on ig). She's not going vegan she just will do anything for the views.,3,0
"OMG, TRISHAAAA, I'm so happy you're finally going vegan, I'm sure you'll feel so so so much better, it's actually harder to think about going vegan than actually doing it, I though it would be a problem but it's actually so easy and simple and I feel so much better mentally and physically, wish you so much luck beautiful!♡ so happy for you, my recommendation for you is to get informed and to Carb the f**k Up,don't be afraid 😁",1,0
"I am so happy to hear this! I've been a fan of yours for a long time, and I'm also vegan. I think you'll love being vegan, the benefits are amazing. Some vegan foods I like are Gardein meat, cocoroons, Svelte protein shakes, and banana nicecream. Good luck Trisha! Love you💕",1,0
I THOUGHT I WAS THE ONLY ONE WHO ATE FROZEN GRAPES. But I usually only eat them when my braces make my teeth hurt.,1,0
"My biggest advice is to start by eating ""normally"" meaning continue to eat the food you loved to eat before, eat on vegan restaurants, search for vegan replacement products etc to start with and get used to it, to not feel like something is missing, if you do good without it, don't , but make sure to eat enough carbs, proteins, fiber, calcium etc. Don't listen to supposed healthy diet that won't last long just as raw til 4. This one is made for people who want to maintain their weight or who have a hella fast metabolism, which I guess is not yours, just as it wasn't mine because I have always been ""rounder"" and this does'nt work for that type of body, meaning that even if I'm thin I will still be rounder or curvier. what works for me and people I know is just to continue eating normal and don't go with the extreme healthy vegan diets yet ( raw diet, raw til 4...) good luck 😀",1,0
"Buffalo cauliflower bites are delicious, I'd recommend going to Julian's vlogs to watch J&J's kitchen. Jenna is vegan and Julian eats gluten free so it's worth a look!",1,0
YAAASSS OH MY GOODNESS TRISH THIS IS SERIOUSLY SO AMAZING TO HEAR!!,1,0
but you just bought a new lamb skin purse?? I guess all those designer bags will be donated to animal charities...,1,0
time to stop watching trish,3,0
"Hey Trisha, I happen to be a vegan. My diet in the morning is a Nature Valley Granola bar, a bowl of almond milk with Total cereal, and a pair. Hth!",1,0
Smoothies....smoothies ....and protein powder...fruits and almonds milk and maple syrup.....go girl,1,0
"Hi trisha! You can get rice, quinoa, hummos, pasta, tofu, rice noodles, cauliflower and so much more!",1,0
This was filmed a couple weeks ago and she's been eating meat since then.. (snapchat),1,0
"Eating meat isn't necessarily the problem, as far as animal cruelty is concerned. It's factory farming. If you are going to eat meat, check the source and do the research.",1,0
