comment,label,label_class
trish just go watch mommytangs channel she has many vegan recepies,1,NOT
please consider checking out gardein and quorn veggie burgers and chicken they are amazing ,1,NOT
yaaaaaas trish yaaaas you go girl  best news in a while  eat all the carbs keep it up youll feel so good,1,NOT
you can still get delicious frapuccinos from starbucks just ask them to replace the milk with soymilk and no whip cream it taste exactly the same no lie anyways congrats girl youre gonna feel and look so good,1,NOT
this was filmed a month ago trish has not had pink nails since filming her music video for daddy issues shes gone through red and baby blue and just got them done today bullshit,2,NOT
i give you props for this trish,1,NOT
trish eat more foods earth balance butter replacement is great for toast and making grilled vegan cheese tofutti has great cheese slices that you can cook with also almond milk is great for coffee tea and cereal many cereals are vegan but be careful for gelatin in some eat pasta and rice grains nuts fruits veggies and potatoes two weeks may not make a difference for you it took me  months on a vegan diet to lose  pounds which is good considering it was  pounds a month  pounds a week good luck,1,NOT
yay trisha for the most part i try to eat vegan and i love it i found channon rose through u and saw she had some vegan food videos that were helpful for me so maybe they will help u,1,NOT
im not a vegan but i will be turning one soon but ive done my research and here is a list of delicious vegan goodies pretzels coconut milkwater kettle crisps oreos ik i was surprised they were vegan to avocado on toast with a chilli flakes on top  sunflower butter  vanilla soya yogurt  kiwi  pasta with tomato sauce  banana chips dried apricots dates ,1,NOT
i have to see it to believe it  trish  vegan  o,1,NOT
we have a shop called holand and barents and you can get vegan butter and manny things that are vegan and if you want protein i recommend you getting wheat grass and there are manny things that you can get and by being vegan you will feel more energetic and fit  and there are a lot of vegan thins that you can get from holand and barrats,1,NOT
you shouldnt be worried about over eating you really need to make sure you get all the vitamins and nutrients that youd normally get in dairy and meats such as proteins and vitamin b i recommend getting some nutoatsoya milk with no added sugar and also non dairy butter to make the diet easier also make lots of lentilpulse soups which are really yummy and filling good luck,1,NOT
yet you were eating mcdonalds,1,NOT
i did the same thing youre doing about proclaiming it out loud i was stuck in a pescetarian phase for almost a year really struggling to make the commitment to veganism so at work i told everyone i was vegan from that day on and so i was it definitely helps to put it out into the world i lost  pounds in the first four months of going vegan and even though it wasnt my goal to lose weight during this process it is a super bonus the first two weeks is a bit of a struggle but after that as long as you eat well and nourish your body itll be the best decision youve ever made the best advice i can give you is that if you mess up allow yourself to move on a lot of people feel like if they messed up once then its hopeless and they want to stop being vegan you just have to accept the fact that its an entirely new lifestyle you have to get used to and you will accidentally eat things that you wouldnt even think werent vegan just take each moment as a learning experience and enjoy your journey,1,NOT
yasssss trisha yass im so proud of you,1,NOT
go girl stay vegan for life though,1,NOT
i give it a day,2,NOT
freelees gonna have an orgasm when she sees this,2,NOT
freelee is fake and way too selfrighteous but you do you boo ,2,NOT
try to go high carb low fat,1,NOT
indian chinese and mexican can easily be vegan tofu beans avo etc,1,NOT
i see so many you tubers claiming theyre vegan vegetarian etc because they want to save the animals and to make a stand against animal cruelty but then go and buy their makeup from mac  its not cool,2,NOT
some good ideas would be potato friesno oil pasta bean tacoslots of protein,1,NOT
lol just saw you went to trader joes so you already know sorry ,1,NOT
please say thats fake fur in the backgrounds,2,NOT
i would go vegan but my family is on a budget and if i got some fruit and stuff for myself then everyone in my effing family would eat it and  days in i would have no food to eat,1,NOT
if you wanted to lose weight all you have to do is workout and eat only veggies fruit and fish,1,NOT
try morning star vegan products you can get them at walmart they have bacon sausage and other meats that help with cravings,1,NOT
ok google mexican street corn pasta salad there is sour cream and mayo in it but i know they make vegan options for that,1,NOT
trish this is so amazing im so excited for you from one vegan to a now vegan in my opinion any reason to change your diet to veganism is a good reason i went mostly for ethical reasons but losing weight and toning up happens regardless if youre trying this out for two weeks in order to feel a little slimmer for your shoot try to only drink water lemon water will help a ton to lose bloating that might occur when increasing your vegetablefruit intake eat when youre hungry please please do not restrict freelee is right you can eat as much as you want if youre eating a plant based diet raw or not the first week you might be a little gassy or a little bloated but dont let this discourage you by the end of week two your body will have adapted a lot more to the new diet so you should be waking up looking nice  tight i hope you see this as i want you to be successful in this as it can be a total and complete game changer quinoa  beans and any dark green vegetable will be high in protein i encourage you to look up vegan recipes to play around with its fun and dont be afraid to try different vegan restaurants in your area they can open your eyes as to how wonderful food on this lifestyle can be good luck trish and keep digging around youtube and the internet for vegans that inspire you muah xx,1,NOT
u should try barbecue tofu with rice i think its good,1,NOT
if you want to be lean go for lower fat rice potatoes there are lot of asian sauce that are low fat hoison saucesoya sauce tamari etc,1,NOT
im sorry trish but you cant achieve freelees look in  weeks it took her years i feel like you should take this idea for longer than two weeks,1,NOT
rice potatoes beans amys vegetarian chili is also vegan should be at target daiya cheeseyou should melt it first should be at sprouts tofurky lunch meats  should be at trader joes and sprouts smart balance dairy free butter doritos sweet chili get frozen berries and make smoothies with just water sprouts sometimes has cotton candy grapes naturally flavored like that califa farms iced coffeeat target and sprouts ill tweet you more ,1,NOT
feel like shes not gonna last,2,NOT
poor trish shes gonna get so much hate when she posts a video of herself eating meat,2,NOT
you can always get that frappuccino vegan by replacing regular dairy milk with soy milk or coconut milk its just as yummy,1,NOT
you can still have fraps trish but with soy or coconut milk d,1,NOT
go trish what an amazing and brave video to make thankyou for becoming a voice for veganism we are all here to support you through this two weeks to see you through to a plantbased lifestyle for the rest of your life x x x x x,1,NOT
you should watch mommytang  channel she teaches how to make a a vegan food its really good try go watch her ,1,NOT
i am so proud of you trish and i wish you the best of luck with this journey all you have is great for now but try eating potatoes rice and pasta without eggs it makes you full faster  try cook new recepies you can always look up vegan recepies on the internet or here on youtubed i hope it makes you happy and you find a lot of new food that you like and hopefully you will go vegan forever lots of love,1,NOT
i guess sean mustve gone vegan,1,NOT
yoi can do it trishy go you,1,NOT
what im so happy for trish i eat a lot of oats with fruit potatoes pasta and of course bananas good luck,1,NOT
i bet she will go back eating meat in about  days,2,NOT
no what will happen to your mukbangs,2,NOT
you should check out unnatural vegans channel shes much more neutral than other vegan channels using loads and loads of research material on her videos not to mention the diet she eats is much higher in protein than all these fruitarianhigh carb vegans not all vegan diets are the sameobvs and high sugar doesnt work for everyone good luck,1,NOT
do it for life ,1,NOT
ok then no more leather bags and being vegan is not a diet it is a life style and you are going to have to eat vegetables no more fast food and drinking alcohol that will help,2,NOT
yasssssssssss trishaa  so proud,1,NOT
you can order any drink from starbucks with soy milk or coconut milk but you have to be careful with starbucks a lot of their drinks have way too much sugar in themfattening what i get from starbucks is an iced coffee with coconut milk no sweetener i had to gradually work up to that because i know its hard to go from sweet drinks to plain drinks,1,NOT
im soooo fuckgn happy,1,NOT
girlllllllllllll so proud of you im trying to go fully vegan too do more vegan food videos of what you eat that would be  ,1,NOT
i know you can do it babe xoxo,1,NOT
this is great trish but dont listen to the vegans who say high carb is good for youyou should track macros since you dont enjoy working out other than dance,1,NOT
i promise youre going to love being vegan i love that you take advice from the amazing freelala,1,NOT
omffff im so proud of you omff i luv you yayy pleasse stay on this its amazing but if you dont that is completely fine youre amazing and just taking this step is amazing so your amazing,1,NOT
lol freelee is probably ecstatic about this,1,NOT
eat fruit yes but dont listen to freelee you will not want to be vegan omg i hope you read my comments please go to freaking high carb hannahs channel omg you will not succeed only on fruit i know you love rice and pasta go to high carb hannah omg i hope you read my comments,1,NOT
if youre worried about protein theres a lot of meat substitutes that taste realistic if youre craving it the brand gardein is great and beans are so filling and you can put them into so many meals so proud of you,1,NOT
good for you girl  tips be open to the fact that the vegan version of foods isnt supposed to taste exactly like the animal version chicken nuggets are their own delicious treat as is coconut yogurt soy milk soy cream vegan cheese vegan cookies also most bread pizza dough crackers etc are vegan if you want delivery pizza order it with sauce and veggies and add your own vegan cheese or toppings at starbucks ask for soy milk or coconut milk instead in fraps or any drink sorbet ice cream is dairy free oreos are vegan there is a vegan version of just about any food and its fun to try also there are so many vegan tumblr blogs with a ton of ideas and simple recipes that really helped me when i went vegan finally do it at your own pace if you have a set back and eat an animal product dont condemn yourself and let it turn into a binge forgive yourself and continue on hugs xo,1,NOT
make sure to get some actually satiating foods like pasta and beans so youre not only eating fruit also you can add tvp to things for more protein also make smoothies with lots of greens,1,NOT
good luck girl i think it would be great for you to find a eating lifestyle that you could eat and not starve yourself at any point maybe this will be the answer for you please keep us updated on your journey,1,NOT
you cannot have fried food unless its without egg how do you not know that,1,NOT
you go girl but didnt this video was filmed  weeks ago internet famous premiere the outfit and the hair are the same,1,NOT
follow mommytang shes got yummy recipes,1,NOT
i also suggest vegan microwave meals amys brand has a few,1,NOT
trisha im so proud of you okay so first off you have to get enough calories make sure you at least get  calories a day watch lots of vegan what i eat in a day videos to get some ideas on meals drink lots of water so you could get all the toxins out of your body if you get a craving dont worry you can veganize anything trust me cauliflower chicken wings are life changing remember most of the weight you will be loosing will be water weight so dont worry if you dont see much of a change eat what you like sometimes i eat  potatoes in one meal eat until your full buy vegan substitutes like earth balance butter you can get vegan hamburger patties vegan mayo i even got coconut milk whipped cream and it was amazing you can make vegan pancakes for breakfast banana ice cream for breakfast avocado toast for lunch tomato soup for lunch rice and beans with vegetables for supper a big salad for supper also vanilla almond milk is bomb love ya,1,NOT
good for you trish can you eat fruits and veggies till  and then have a high carb low fat low sodium cooked vegan dinner that would be best good luck,1,NOT
like becoming vegan was not perfect enough she still needs to put a sexually intended thumbnail,3,NOT
im not vegan but i try not to eat dairy and i feel like when im not eating dairy i feel better and my skin isnt as bad,1,NOT
you cant just live off fruit you need to eat starches ,1,NOT
fuck yes finally,1,NOT
yeeeeeah you are making a huge difference by this its so easy to be vegan for me high carb low fat is easy and works,1,NOT
girl la is the hotspot of vegan food buttttt you can eat pad noodles vegan ramen noodles salad fruit salads avocado a lot of smoothies bio cheese pizza without cheese or bio cheese  honestly smoothies are the best thing to drink everyday you wont even crave anything else cuz smoothies are so good,1,NOT
watch earthlings also check out bitesizevegan channel here on youtube she has amazing videos,1,NOT
congratulations best decision you will ever make dont get discouraged it ony gets easier with time ive been vegan for over a year thanks to freelee  ill never go back keep it up d,1,NOT
i can make a video on some amazing vegan tacos that i make d you will love it trish,1,NOT
banana nice cream is also amazing i do it with a spoon full of peanut butter sometimes and with strawberries other things but its a lot like ice cream and there are tons of flavors to make,1,NOT
one of my favorite things to eat when im craving something a little sweet but healthy is banana coins with rainbow sprinkles hope this helps love ya trish,1,NOT
girl you made this video a month ago you have another video where you are wearing the same exact thing and you choked on the grapes you showed in this video you are wearing mink lashes which is cruel you are trolling so freelee will leave you alone,2,NOT
go trish ive been waiting for this lol hope its a lifetime choice beacsuse this is a lot heathier and well help you on the way girl much love to you,1,NOT
try some oatmeal sweet potatoes pancakes and cereal for breakfast try some baked fries burritos rice bowl quinoa with steamed kale for lunch,1,NOT
you should be healthy buuuuut  girrrrrl vegan taste good af oreos nutter butters ben and jerrys vegan ice cream skittles are vegan if u ever have any cravings but whole foods are always the best options,1,NOT
lets see how long trish last on vegan  thing,1,NOT
you need more starches potatoes sweet potatoes rice beans squash etc have a bunch of mexican food salsa guacamole rice beans corn etc youll be satisfied,1,NOT
if you want something sweet and are craving cookies eat enjoy life chocolate chip cookiesthe crunchy chocolate chip cookies taste exactly like chips ahoy,1,NOT
was this vid recorded before the mac n cheetos,1,NOT
what i dont get is how vegans try to push it on other people ill eat what i want and you eat what you want i dont push eating meat and such on vegans so they shouldnt push going vegan,2,NOT
im so proud of you wtf,1,NOT
shes gonna be like the hottest vegan ever,1,NOT
wow this is great my tip would be to eat as much as you want within a meal avoid snacking between meals and dont be too fanatical about exactly what it is youre eating ie how healthy it is  as if you can find things you enjoy and also make you satiated the longer youre going to stick with it and actually become less obsessive about what youre missing out on also dont worry about what others think or say about your choices just know within yourself  and be happy within yourself that you are doing this for the right purposes ,1,NOT
omg freelee where r u,1,NOT
yess trish im soooo happy for you youll feel so much better i promise and you can eat whatever you want especially in la all the vegan places there youll be happier and feel better i did really good in the beging eating completly clean but because i wasnt doing for asthetic reasons i started eating like taco bell and chipotle and stuff still vegan but i dont eat like that all the time,1,NOT
i dont think i can ever be vegan i dont have enough discipline im lazy ,1,NOT
but so happy u know whats really going on,1,NOT
please watch the unnatural vegan especially her video on raw til ,1,NOT
im vegan half raw and it changed my life half my diet is raw fruits and veggies and the other half is rice beans noodles etc and yes you can literally eat all day,1,NOT
i went vegan a month a go ill give you the advice i whish someone would have given me much sooner  legitnutritionhawaii its a youtube channel bindge watch it there are  vids for weight loss particularly start with those if thats what you are interested in,1,NOT
one way i love to eat brussel sprouts is to take the leave kind of things rip em off put some salt on them put them in the oven and make brussel sprout chips,1,NOT
i just finished watching this video omg ive never clicked so fast im so proud of you trish for going vegan keep us updated try to eat  times a day if you want to lose weight wish you the best of luck on your  week vegan diet im so proud of you,1,NOT
you will not gain weight   im with nicacado eat starches to keep you satisfied at the very least after raw all day,1,NOT
plz continue doing your research,2,NOT
all you and freelee do is throw shade at each other and now you love her,2,NOT
good luck trish i am very proud xxx,1,NOT
so happy for you trish you can do it ,1,NOT
good job girl,1,NOT
yes haters are going to hate nonetheless i think it is good youre trying or at least talk about this lifestyle on the top of my mind and considering what you might like check out  banana ice cream  cauliflower cheesy sause for mac n cheese  avocado chocolate pudding  chickpea chocolate chip raw cookie dough  chickpeas meringue  zucchini noodles,1,NOT
girl im not vegan but i know about dieting and fitness you gotta eat those beans lentils and nuts for a little more protein in your diet definitely look up some vegan recipes good luck i hope everything works out,1,NOT
ive been watching trishs videos for a long time and i dont think ive ever made a comment i can tell she means well and has a good heart but shes such an incredible actor that shell believe her own lies,2,NOT
vegan zombie channel,1,NOT
this is awesome trish ,1,NOT
its kinda annoying when people say theyre basically vegetarian like you are or you arent there is no in between,2,NOT
freelee oh my god,1,NOT
make sure to get alot of protein you dont need meat for protein,1,NOT
for proteins stock up on nuts  beans  green veggies  also for new vegans they have fake meats that taste very real that have protein  make the transition easier if you have any cravings  to make it fun i would look up fun recipes on youtube or pinterest  frozen fruits are really great for snacks and smoothies plus you dont have to worry about them going bad,1,NOT
thats great that youre gonna eat vegan even if its just for a couple of weeks finally youll be able to take the meat goggles off and really look at the meat and dairy industry from the outsidein regardless of your reasons to do it youll still be doing it at the end of the day and im sure if you do it the right way with the help of the community including freelee youll be on the right track and youll see the way you feel during and even after hopefully you stay vegan for your own sake and the animals overall good for you for taking this huge step towards bettering yourself ,1,NOT
im so proud of you trish this will be so good for you i hope you love it just as much as i do the food you got is a great starter kit for you and also look into meat replacers and different milk substitutes theres a lot of good vegan shit out there i swear on it lol good luck ,1,NOT
trisha  i recommend watching tess begg on youtube to get more inspiration for what to eat when you are a vegan she makes super good videos where she shows what she eats and how you can make it,1,NOT
also if u crave junk food tons of junk food is vegan not good for you but vegan lol them salt and vinegar chips u love oreos twizzlers dairy free ben and jerrys takis many cereals monsters spicy sweet chili doritos popcorn and the list goes on forever just google it  love you,1,NOT
you got it yassssss,1,NOT
yaaasssss trish you can do it there are so many different vegan foods that you can eat look some recipes online there are plenty of things you can eat ,1,NOT
beans for protein and if you dont like beans maybe just take a supplement to make sure youre getting all your vitamins,1,NOT
you can eat whatever you want being vegan however this is when eating fruits and veg and potatoes if you eat vegan junk food then its not going to make you lose weight just eat when you are hungry and stop when you are full,1,NOT
yes trish i have been on and off plant based for almost a year i am completely addicted to dairy and i have literal withdrawals so unfortunately i have always gone back to dairy i will never go back to meat though but seeing you doing this is giving me the motivation to do it too lets do this ,1,NOT
 pounds i think much lighter,2,NOT
trisha i know you probably wont see my comment but google all of the vegan places near you youll be able to post mate yourself vegan food dont be afraid of over eating because everything youll be consuming now is healthier calories,1,NOT
you can pretty much eat anything you want just veganize it instead of normal milk use any kind of plant based milk like almond or soy lots of great vegan cheezes and if you crave meat try out different kinds of fake meats just try out lots of different brands etc not all are great but many are its just a matter of trial and error,1,NOT
freelee is shitting her pants right now no hate love to you both this is amazing trish and i hope you continue after the  wks i would do it at least a month to notice the full benefits although you will after  wks itll be more of a dramatic holy shit transformation both on the outside weight skin etc and how you feel best of luck its so much easier and beneficial then people make it out to be especially in la you have so many options delivery services vegan only venues and such youll do great ,1,NOT
if you need meat then sietan is great and maco teat but the maco teat has soy protien isolate which isnt good but my husband is a body builder and is vegatarian so thought id help you,1,NOT
freelee lost all her weight when she was totally raw vegan she got slim as a raw vegan then mentained her slim body with rt but now she is not necessarily doing rt but she is still vegan no no no you cant eat as much as you want on a vegan diet you will get fat so many people have got fat on rt you need to eat less on to lose weight and you have to do cardio you will gain weight if you follow rt you need to find a vegan diet that helps you to cut look for a vegan body builder and follow the diet they use for cutting you need some professional help check our jon vegus he is a vegan body builder his girlfriend katherine is a trained nutritionist and does meal plans and coaching for people like your self so go check out there website and their youtube,1,NOT
babe potatoes baked potato fries wedges did you know that a baked sweet potato is like less and  cals so filling,1,NOT
yey  please stick to it d,1,NOT
awesome vegan food includes rice beans different kinds noodles bread soyalmond milk nuts quinoa couscous vegetables and dont forget all the yummy spices and sauces you can getmake lucky for you living in la means you have a shit ton of vegan restaurants and places to go to love you and so proud of you xx,1,NOT
that is great you are going vegan for the animals the planet and your health subscribed,1,NOT
more vegan videos ,1,NOT
well that lasted long,2,NOT
 this makes me so happy i really hope that you stick to it,1,NOT
as next you should try low carb high fat diet d,1,NOT
i really hope she follows through with this shes going to be grateful she did,1,NOT
you can get protein from beans lentils peas quinoa nuts oats chickpeas tofu edamame honestly i love this stuff lol etc you can google it and there are sooo many options,1,NOT
words cannot express how much i hate you,3,NOT
its not a diet its a lifestyle ,1,NOT
yay i just went vegan a week ago congrats,1,NOT
yayyyyy now i love you even more im a plus size vegan i eat cooked  yummy vegan food im not a freelee fan but super happy youre going vegan,1,NOT
go to supreme bananas channel she has videos about what she eats as a vegan and has a series called veganized where she makes non vegan recipes vegan,1,NOT
wow trisha i love you but youll only last a couple days,2,NOT
tofu is badass if you do it right cube it dry w paper towel and season my go to seasoning is garlic powder salt and pepper then pop it in the oven at  for about  mins my mom says they taste like crouons and she hates tofu,1,NOT
so proud of you trish you can try oatmeal for breakfast with maple syrup and berries for dinner there sre great vegan burgers rice and salad la is good for vegans i live in norway and its really hard but you can always go to veggie grill or something this will be good for you love you,1,NOT
oh trish i am so so happy for you  thankfully theres a ton of amazing recipes online but also your friend freelee has great recipes too whole foods market always has vegan options of a lot of different foods i wish you the best trish and this video made me so so happy d let me know or others if you need any other help also try and stay away from fake meats and things like that and stick to real foods like all the veggies and fruits and quinoa and beans and rice an yeah  good luck love  ,1,NOT
the only reason why freelee can eat as much as she wants is because she has a ton of lean muscle mass the more muscle mass one has the more calories their body burns naturally this is why body builders have to eat so much trust me i went on rt and a regular vegan diet with not very much muscle mass ate as much as freelee recommended gained lbs freelee can eat huge amounts of food because of her lean muscle mass more muscle massmore calories burned naturally by your body without exercise included do not make that mistake by stuffing your face and thinking youre going to lose weight eat whatever you want but until you feel full and satisfied simply eating like someone like freelee without as much lean muscle mass as her will definitely have you gain weight ive been there and lost all that weight by eating how much i actually needed to according to how many calories my body burns on its own please still carb tf up dont starve yourself eat snacks throughout the day and youll be sure to losing weight at a healthy pace dont stress over oil or fat or sodium baby steps i wish you the best good luck,1,NOT
u only bought fruit lol,2,NOT
i demand vlogs daily for the next two weeking,1,NOT
chick peas are really good black beans too also if you look up vegan chilli recipes those are super good also check out sweetemelynes here on youtube cuz she has super amazing vegan recipes,1,NOT
waitw ait wait okay so i havent watched trishas vids in a while and why does she say hi to zac efron instead of rick moranis now,1,NOT
i absolutely support u but if u want to be super healthy i dont suggest eating baby carrots try regular one bc baby carrots are actually sweetened by being soaked in chlorine gross right so yeah maybe try that instead,1,NOT
im so proud of you trisha i couldnt do that with the way my situation is rn im pretty sure my whole family wouldnt be much of help to the cause so thats whatever anyway dont give up,1,NOT
gardein makes the best vegan chicken nuggets jus throwin that out there,1,NOT
you can do it babe ,1,NOT
this is the best moment of my life so proud of you good job freelee,1,NOT
thank you for changing your self to love animals just remember ur beautiful and plz stay vegan plz,1,NOT
waiting for freelee to make a video now,1,NOT
girl vegan is easy but it can be scary to start just eat rice pasta to fill you up with any veggies you like but its good to add some greens plus if you want to add the fake meats you can,1,NOT
beware of pasta like when i first went vegan i ate so much pasta because its easy to make and fast but i gained so much weight i recommend buying lentels frozen peas beans invest in a pressure pot and cook lentels and beans in it it takes  min to cook instead of  min in a regular pot u can make majadra pea soup lentel patties my favorite is sweet potato soup also u can make a substitud for cream cheese with tofu check on youtube fast and easy vegan recpies theres a ton honestly there so much to make and it can be very cheap,1,NOT
wow so proud of you even if its only for  weeks rooting for you ,1,NOT
try gardein products theyre amazing,1,NOT
omg trish i am so proud of you your fat will drop off just make sure you eat heaps so glad that you know the truth behind the animal product industry now and you are spreading the word favourite video ever xxxxx,1,NOT
gardien meatless meat is the best,1,NOT
mr and mrs vegan on youtube and instagram are amazing for health yummy food weight loss ,1,NOT
eat carbs like bread rice veggies soups fries fruits and just make dishes using all of these and they will turn out great hope you do the vegan diet correctly and stay vegan for life good luck,1,NOT
sooo over this vegan trend yawn boring love me some meat hunnnny,2,NOT
yasgurl  congratulations watch mommy tang  shell show you how to be a glam milf vegan ,1,NOT
veggie pasta is great also not consuming dairy had made my acne go away almost completely,1,NOT
waiting for freelee to make a video of this,1,NOT
so happy for you you should watch kalel shes not a raw vegan and has tones of ideas and recipes shes great,1,NOT
good luck trisha  i been vegan for almost a year now,1,NOT
im so happy for you youre going to feel so good ,1,NOT
broccoli is good and try a thing called vegan soul its in marianos it has very good lasagna it taste like it has real meat though it doesnt,1,NOT
its so amazing that youre going vegan congratulations its a lot easier than you would think just cut meat eggs and milk out of your diet there are substitutes for all of those things like tofu soy milk etc freelees channel is extremely helpful in terms of getting the vegan diet started and i know you dont want to hear this but if youre going all out vegan its kind of a right of passage to throw your animal tested cosmetics away it is completely up to you though its important not to be a vegan only for aesthetic purposes you will not only lose weight but generally feel better about yourself try and stay on it for a long time see what happens good luck,1,NOT
trishhh u should try frozen grapes they are sooooo goood thank me later,1,NOT
omg so happy your doing this,1,NOT
you should do it for like a month or so though it will be easier after about  days or so,1,NOT
so happy for you were all in this together highschool musical voice,1,NOT
this is awesome trisha ,1,NOT
yes good luck btw i made tons of little mistakes when i went vegan dont let it put you off we all do it  xxx,1,NOT
chick peans all kind of beans,1,NOT
freelee will make a video soon a about this i bet you,2,NOT
ricebeans bread hummus veggies tofu i recommend watching vegan what i eat in a day videos good luck,1,NOT
so awesome trisha i wish you just the best experience for the next two weeks and if you will like the way you fell guaranteed it would be incredible of you to stay vegan and get this awesome massage out there the vegannation supports you so much for this,1,NOT
im so happy for you trish try to stay on this diet for as long as possible then you will notice the benefits,1,NOT
i stopped eating meat almost  months ago i have changed so much the smell of meat grosses me out and i used to love meat and i feel so healthy and better and freelee is the one who helped me,1,NOT
good job trish try getting creative with your foods eat pastas potatoes waffles smoothies being veganplant based is fun be aware of the detox stage though o when you first go vegan your body needs to detox from what you are used to eating and you might start to feel sluggishbreak out ect hope that doesnt discourage you good luck,1,NOT
i would suggest you go vegetarian first and then move onto veganism to lessen the chance that you quit,1,NOT
i hope those grapes are washed,2,NOT
go on pinterest and search vegan meals theirs vegan sloppy joes and buddha bowls really good recipes,1,NOT
good luck trish im really proud of you haha d ok so i have been a vegetarian not vegan but i did try it once for a couple weeks for i think almost  and a half years now and i have never felt better i hardly ever get stomach aches and feel bloated only when i eat a lot of candy or whatever it was honestly such a fantastic idea and there are meat alternatives sold in so many stores like trader joes and such made from plant protein that i eat it is so good for cravings you might have at the very beginning of this life style theres vegan chicken and beef believe it or not some have eggs and dairy but others are completely vegan and you can find vegan foods in organic type grocery stores like sunflower market and stuff like that protein can be found in tofu i recommend tofu for sure in different sauces and stuff with rice even just seasoning  lemon and in nuts nuts are very important lol like almonds get some tubs and stuff of like trail mixnut mix,1,NOT
i went vegan  months ago and im feeling great so far for protein source i see a medium sized fruit as a g source of protein so thats how i count but i also eat boiled potatoes mashed with brocolli steamed spinach sides of mushrooms peas and olives and shit like that i also have an app called cronometer that sort of trains me to eat enough and gives me clues on how to eat thats how i try to make sure to get like around g of protein a day,1,NOT
you should watch raw alignment,1,NOT
personally i think this is unfair to women who work hard everyday just to lose because of a unfair disadvantage edit wow thx for the like first of all wow second as a shotputter i see a lot of differences between boys and girls who throw with boys they usually throw a whole lot farther then girls at least from what i have seen usually guys throw like  or  usually girls throw like  i could only imagine what would happen if a guy changed to a girl and threw it would be total domination and would be very unfair,5,ABU
such unfair bullshit if the wmen do not do a massive protest against this the women will get what they deserve,6,ABU
it is an unfair advantage as males they are faster then women,5,ABU
this so sucks i could have been the greatest female athlete in history,5,ABU
they look like their not even trying to hard beautiful story their so brave,2,NOT
these parents approved of therapy in hs this is weird,2,NOT
what in the juwanna man is going on here,2,NOT
by adding transgender in this way we are pushing womens accomplishments backwards why not just make a separate team for transgenders,5,ABU
lets hereby for bianca,2,NOT
just coz  dudes grow their hair long and wax doesnt mean that their girls at all whats wrong with the world,6,ABU
mommy n daddy are trans,2,NOT
this shit gross,5,ABU
have a mans league womans and a trans easy,5,ABU
i wouldnt let my child participate in the competition if that douchebag was in it these things have to ruin everything they touch,5,ABU
motherfuckers look like fucking dudes to me,6,ABU
would they be put in the boxing ring with a woman,3,NOT
so if i identify has a transgender i can join girls ufc im about to be rich,3,NOT
im gay and this is awful,5,ABU
blacks are more masculine than whites and are more powerful and faster now we see them acting as girls now i see why the black community is so homophobic and such its extremely odd like a tutu on a silverback,5,ABU
are there any examples of transgender males excelling in mens sports the only way to make this fair for women is to have all transgender athletes whether they identify as male or female compete in the mens division of their respective sport hormone therapy just hasnt been proven to do enough to even out the advantages that men have over women in sports,6,ABU
the democrats think these freaks are normal,5,ABU
how come we dont have these problems with women transgenders,3,NOT
you americans have gone crazy with this inclusion thing when people are confused set them straight not indulgence their confusion i thinks in the long run this trans thing will do america and the western world more harm than good,5,ABU
yes you said it diffirent its like the east germans in the s injecting male hormones its unfair and should be illegal if they want to compete they should be check and there estrogen and testos levels should be as par as females then they could compete this will also include gender reassigment if you want to compete be almost as female as possible boobs adams apple jaw and down there feelings doesnt matter in sports because its based on physical body first then mental state,5,ABU
this is pure bullshit and wrong sick of this crap,6,ABU
i cant believe the world is conforming to this kind of shit,5,ABU
 freakin guys what a bunch of stupid damn crap,6,ABU
ok so lets reverse the situation a girl born a girl transitions to a boy with some hormone therapy now basically this person is going to get dusted and theres no doubt about it and i bet if they werent so bias and werent trans they would say boy what are you doing on that team you finna get dusted and look stupid and thats how those girls on that team felt about themselves when the transgenders joined the team and i dont mean that in a harsh way but they need a reality and check and try not to be so selfish because they have about every right we have but lets keep the sports fair at least,5,ABU
no they shudnt this is madness why cant ppl be their gender and stop this nonsense you are born a male therefore u are a male take all de hormones u want u will be biologically male till death,5,ABU
boys are faster and stronger then girls  dun dunn dunnnn,3,NOT
lets get rid of all restrictions one league all people allowed steroids allowed bionic enhancements allowed let the best drugged up robo athlete win,2,NOT
nowhere in the constitution does it say that we have to play along with the make believe games of others you can play those games all you want but none of us have to accept them,5,ABU
i just do not know what to say anymore other than some very bad words,2,NOT
they really should feel some guilt inside for this their structure isnt female,5,ABU
honestly they werent even that ahead from the other girls,2,NOT
bianca stfu guess what else isnt fair life,2,NOT
and the sad thing is they literally celebrate as if they accomplished something this country is being destroyed theres no way that this is fair and im so sick of the gay community and all of their demands and the democrats are the biggest crooks of all,5,ABU
thanks obumer for opening the closet door,2,NOT
their voices are stronger than mine and im a real male  these are some strong niggas,6,ABU
lmfao damn these dumb fucks are off the hook quite being bitchs n back to the guys side of sports fuckboys,6,ABU
females are all for this shit untill they realize men are gonna take over everything they worked so hard for in the passed century,3,NOT
they definitely sound like girls to me sarcasm,3,NOT
 bullshit insanity this is the world sjws wantutter chaos and total loss of normalcy why dont they take up womens boxing and mma to show what the insane sjw world can really look like,5,ABU
imagine your gender being so fragile you need to compete against women or else youll feel invalid men have advantages in sports thats why theyre segregated,5,ABU
