comment,label
i think she is confusing bisexuality with being transgender,NOT
 is not  less than  at most its  of ,NOT
kayla itsines ad was before this video ,NOT
imagine your gender being so fragile you need to compete against women or else youll feel invalid men have advantages in sports thats why theyre segregated,ABU
we just need to make men take on lower paying jobs and women take on higher paying jobs so then we can all be the same and collectively earn the same amount because otherwise its sexism  vox,NOT
its so frustrating bc everything described is like pinnacle nonbinary but then theres the shit talking of nonbinary pronouns and im just so tired,NOT
to everyone trying to expose her because her last video has a leather purse this was shot before her music video meaning she only did it to lose weight she recorded this video like last month obviously it did not work out in my opinion it was because she did it for the wrong reasons,NOT
i thought jfk passed an equal pay bill,NOT
pappa bless this,NOT
i love how shes talking about being transgender and eating chickfila at the same time,NOT
im confused ,NOT
i think shes just genderfluid is what shes trying to say shes obviously confused so instead of hating on her maybe comment tips for her  she needs it lol,NOT
what people who discuss this issue never take into account is the fact that men are generally more aggressive and take higher risks when it comes to finding employment they also are more likely to hold out for higher pay instead of taking a job sooner this vid also doesnt mention the fact that though women in dual income households take more and better care of the children men generally do more of the household manual labor repairs maintenance additions etc yet another incomplete and misleading view of pay gap between genders,NOT
thanks for this video i am at awe with the fact that i have met people who genuinely believe that the wage gap exists,NOT
dont be scared of carbs i know you wanna lose weight and everything we are told about losing weight is about cutting carbs but you gotta carb the fuck up girl eat loads and loads,NOT
notice how she didnt bring up women having children or wanting a home life once not once solid points,NOT
love the meat love the vegetableno can do,NOT
this is a good video it takes into account that men are able to give more to a job because they traditionally have less responsibilities and indicates that women in the position to do the same equal close to the same amount a statistic glossed over quite often i have one contention however the video states that the concept of the wage gap is based on the difference in median income yet what most people actually say and believe is the following women make  cents on the dollar a man makes for the same job which is very different statement that indicates intentional oppression by employers,NOT
shes probably just trying to wind people up for clout,NOT
there is wage gap because men is doing better not because of discrimination for same job experience and hours of work women gets payed same as men,NOT
i love you so much freelee you are so inspiring and im going to go vegan because of you thankyou so much,NOT
lol someone needed views deserately ,NOT
first off tricia you are beautiful no matter who is standing next to you or what the number of the scale says as far as food goes no need to worry about protein all plant foods contain adequate amount of amino acids and as long as you eat a variety of plants you will meet your protein needs worrier any problem the most important thing to remember is to limit as much fat as you can and load up on carbohydrates youll have to get over your fear of carbs such as pasta breads and potatoes and rice  and of course fruit too but that wont be enough calories for you longterm make your food tasty maybe look up some delicious recipes such as curry stir fry or go on youtube or on freelees channel also i would highly recommend going to vegan restaurants so you can still enjoy delicious food and not feel deprived,NOT
such a great movie thanks ,NOT
shared on my fb page the films get better and better every year the energy is changing and it shows in their films you can feel the triumph  the year of the vegan  we liberate mother earth,NOT
women are not available to work for long hours and with a flexible schedule because they are obligated to their family responsibilities and for which they dont get paid obviously while men are obligated only for a financial responsibility towards the family even in cases where either of them earn almost the same womens inability to work in places where there is potential danger and where physical strength is required is highly related to their body makeup and what nature has given them it is foolish to demand biologically more from a the other half of the human population instead work must be alloted according to the universal societal obligations of both the sexes and most importantly their biological limit on an average common sense isnt enough to justify a problem of this magnitude,NOT
are you nippling me fucking finally,NOT
running faster is not a choice these young people are not biologically anything other than males social preference are something different,ABU
i went cold turkey vegan on the th the first day it was fine but for the next  days i had really bad headaches and it felt like someone was stirring my brain with a fork i made sure i was getting stuff like protein and calcium  i thought i was just becoming immune i was like does this happen to every vegan at the start i havent had any headaches for  days now but does anyone know why that happened,NOT
trish i love your eyelashes which ones are they ,NOT
im trans ftm and this isnt right,NOT
same old argument same old bs same old arrogant person trying to push the fact that there is a gender pay gap which there isnt men get payed more because of the variables if u hired a woman and a man for the exact same job they would get payed the same but men usually work longer later and are less likely to take vacation time,NOT
the reason why women do not choose to work more is because they mostly take care of their children this difference comes from unfair distribution of housechores and child care between wife and husband,NOT
the wage gap does not exist,NOT
gigi is right though,NOT
the gender wage gap is foolish you get paid for what you do just because you are a female doesnt mean you can do easy jobs and expect a high wage most of the people who take risk and toil hard are men as i know most of the women get promoted easily regardless of how they work i have seen males work so hard fighting hard to get promoted but this woman deserves greater credit,NOT
ok take testosterone and cut your tits off get dysphoria lmao fuck off,ABU
nobody trisha ive always liked gay men so im a gay man bruh,NOT
yeplooking like its time to be an expat let them create a seperate division and compete against other trans just like the special olympicspoor little tinktink whatup katsee you in costa rica bruthajudgement days coming ahead of schedule,ABU
where are the outraged feminists when you need them,NOT
i love science and logic over social stupidity thank you thank you so much,NOT
im  and first went vegan in  its amazing to see the progression of veganism between each year and the increased awareness,NOT
amazing  more and more awareness and opening,NOT
i didnt realize sam smith was nonbinary i know nonbinary seems like a new thing to a lot of people but i assure you the only thing new about it is having a term for it my entire life ive been a nongendered person personally i feel like there are a lot of people coming out because its trendy but imo if even  of those people are legitimately trans and more comfortable coming out about it now im okay with it so long as its not young people who can take things too far and permanently change their bodies in ways they cant change back if they change their mind i think medical intervention should only be for adults i have mixed feelings about hormone blockers for trans kids and i dont know enough about it to have a solid opinion,NOT
 load of bullshit excuses,NOT
 k  k bitchy feminist woman that have no husband to complain to because they so bitchy,ABU
yes change is happening,NOT
i wish they would title these documentaries differently because so many people wont even take a look if it has the word vegan in it,NOT
omfg when trish says egg and i remember i have had eggs boiling on the stove for over half an hour ,NOT
that lack of intersectionality though,NOT
you can ask starbucks to sub coconut or soy milk into anything so you can still order your fav drinks ,NOT
and although that statement is factually true cite your sources honey,NOT
if your trying to loose weight being vegan is not going to help going to the gym  hours per week thats is loosing weight vegan is not going to help you at all sorry thats is from experience i tried vegan when i was  and it did not help at all you will feel drained inside so i decided to go to the gym houra a week going on a year now and i lost  pounds now im  and i feel great,NOT
this was a pretty good video tbh im still skeptic on both sides but this was well presented though i wish your sources were there also it does seem dodgy that theres still a  gap obviously most of this can probably be explained but i worry for the poor souls whore paid less purely for things like agegenderrace etc,NOT
few videos before  i love pig  i love eggs omg chicken is muh life butim glad ure putting effort into this trish,NOT
jizz is high on proteins,NOT
this has now become an annual ritual for me watching the vegan documentary in december every year  keep up the good work pbn and all the vegans,NOT
to earn a living you must be of value to get a job you must qualify for what theyre paying you simple as that women have different priorities than men the label feminist is so overrated and even exploited by politicians and businesses when really its just grown women throwing tantrums in a glorified way im probably going to be attacked if i say this i dont care about feminism focus on your mind your intelligence not just the fact that you have a vagina,ABU
what gets me is how much work these evil companies have put into hiding this heinous crime they commit i think if everyone knew all the graphic details of what factory farms do most would at least cut back animal consumption thats why these companies go out of their way to make sure we cant find this information easily im one of the most curious people you will ever meet i have spent time researching almost everything including looking up sillyrandom topics like the history of watermelon but these companies go so far out of their way to hide this evil that even someone like me never stumbled up to this topic by myself my sister mentioned it to me a year ago and thats when i researched and learned about this horror even as a lifelong meat eater who loves meat and comes from a meat based culture i couldnt morally continue to partake in this evil i have been vegan since and will never touch meat again im very old school and grew up with the idea that men never cry or show emotions im basically the stereotypical tough guy who almost never shows emotions but ever since i learned about this evil act every once in a while it comes into my head and all i want to do curl up into a ball and weep for the poor defenseless animals that we torture so mercilessly we have to invent a new word for what we do to these poor animals because even the word evil doesnt cut it,NOT
vegans have to be consistent with the ethical goals they try to push on other people if you want ethical goals support local businesses and banks and dont buy from big name brands like nike,NOT
nuts beans tofu tempeh,NOT
a womans work is never done and that explains the wage gap,NOT
the wage gap exists but not due to sexism women work less hours choose less demanding jobs and are less aggressive in negotiating salaries,NOT
yay trisha im so so happy,NOT
im a female i was born female no makeup my hair is never done i wear male clothing i am  months pregnant and just wanna be comfortable    i dont look like a girl but hey i am fine with that not gonna say something im not just for views im bisexual idc what you are ill be there for anyone but idk if anyone should have to believe this,NOT
oh and plan your meals ahead of time,NOT
the amount of dislikes on this video really disappoints me,NOT
get courses other than gender studies and work full time as men does and gender gap will disappear,NOT
me me me me me me,NOT
beyond meat burgers are so good  gardenia foods are great it is great if you are craving old american standard diet congrats this is great to hear,NOT
great stuff guys really,NOT
love your top trish,NOT
i think some people need to chill trisha is doing something huge by trying out a vegan diet for  weeks its a great way to start at the end of two weeks shell feel so much better than she does now and if she isnt full on vegan after those two weeks im willing to bet shell eat more plant based which is still more moral well see what happens,NOT
this is great good luck hun,NOT
when will you animal based eating people wake up and wise up you are killing yourselves and others by supporting those companies that process animal products for food we need more plant based eating options now right now,ABU
terry miller competed this year as a boy in indoor was trash then competed as a girl outdoor and broke the state open record for the m,NOT
wnba is gonna be lit in a few years,NOT
video summary a lack of flexibility can cause a wage gap in certain roles why this is bullshit blame men for working under shittier conditions than most women so that their families wont have to work as much then call it unfair to the women ha welcome to  everybody edit oops actually  even better,NOT
i buy my foods from grocery stores support your small grocery store no meat in site supermarkets will take your money and buy meat produce thus giving you a guilty conscience your money is now blood money feel ashamed or start buying from grocery stores or online vegan produce only,NOT
ive been a vegetarian all my life not a complete vegan but no cheese and no or very little dairy a few eggs and now and then vegetarian eggs im  and take no medication however i do not smoke drink use and caffeine and very little sugar i do not eat processed products i will not call processed anything food i drink a lot of water and thats about it i eat to live not live to eat this country or the world at large for that matter have no clue about the word temperance,NOT
being vegan has literally positively changed my life its really great  you can eat as much as you want but still lose weight its witchcraft  you always feel good because you know that you arent harming animals  your skin begins glowing and looks much smoother and healthier i hope that you enjoy the experience but you dont have to eat just fruit eat lots of carbs,NOT
you are amazing i loooove you ,NOT
you know what shethey didnt mention once dysphoria,NOT
this video was filmed last month i hope you filmed an update so we know how your experience was,NOT
i wish she didnt have such a big platform,NOT
this movie is a goosebumperrrrr im excited for us all our unity will remove animal cruelty forever mother nature we love you  we will save you,NOT
trisha gets breast implants lip fillers a bunch of cosmetic surgery also trisha im a trans man,NOT
notice how the lowest paying vocations are all caring professions  which are all stereotypically womens work if there was no gender pay gap the lowest paid jobs would be brought in line with the highest paying jobs but unfortunately womens work is not valued and therefore not paid well men have more freedom in their choices to relocate and work long hours because it is traditionally the woman who takes care of the other responsibilities so that he may provide for the family unless of course he has none of those extra family related responsibilities caring for ageing parents children cooking cleaning other stereotypical womens work this video literally goes on to say that people without responsibilities who can be at the business beck and call will be favoured because it suits the business and who in society has the least responsibility to caring men traditionally theyre job is to provide and protect which in this era translates to bring in the money this video is a contradiction of itself,NOT
it doesnt exist,NOT
im pretty straight have been for the entirety of my life but if george michael would have suddenly become straight id have been the first bitch to fly to the uk to find him lol that does not nor will it ever mean i was supposed to be a man,NOT
rofl i do not know if i can watch this video because i cannot stop laughing,NOT
i love this video i just wish the comment section could be as objective and intelligent than just toxic and hateful you can consume knowledge and understand those who you strongly disagree with without completely becoming assholes but assholes love to live in comment sections cause theyre unable to do anything really to help make things better other than yell insults and raise their own stress levels and overall make the internet an assholish place,NOT
kinda makes you wonder if kobe couldve made it in the wnba,NOT
leave it to gma to push this propaganda,NOT
this video was filmed  weeks before she shot the daddy issues music vid her hair makeup and outfit from that day are on ig shes not going vegan she just will do anything for the views,NOT
try the vega nutritional and or protein shakes,NOT
ive been vegan for  months and ive been so happy ,NOT
the extinction rebellion chapter in austin tx doesnt avidly support veganism unfortunately,NOT
and now find a sledgehammer large enough to pound that piece of logic into a feminist stupid head good luck ,ABU
convoluted logic untested then becomes fantasy and distortion you state that there is no gender wage gap and then state that the gap is small then you justify the wage gap we can argue about how small and justifiable the gap is but first we need to know how you can state something that just isnt true in the first place this is just the old evangelical trick of providing lie to people who dont want to be called liars,NOT
the fact that a woman is explaining in this video proves this show no gender bias,NOT
blair honey i love you but trisha is one of youtubes biggest troll and youve been whooshed,NOT
the amount of shade that the beginning of the video has is killing me ,NOT
i beleive in you trisha ,NOT
thanks sarah very informative,NOT
is there any vegan in here,NOT
when you say youre going to do something out loud to people you are actually less likely to complete it also wasnt this video filmed a while ago stop trolling girl,NOT
and they think we want to eat round shaped squishy veggies that stink like death so beyond dumb its impossible to keep them out of our wallet stay in the garden,NOT
this video while has some correct information is presented and framed in a way to show the side of the argument that affirms that the wage gap is not real there are similar videos put out by other organizations that have the same format they present facts in a way that supports there argument and leaving out those that dont while that wage gap is not as big as some groups claim it is larger than this video claims the topic is very complex and there is no definitive answer because the every situation is different so to say its a us versus them argument is just letting a very complex situation fall pray to party politics,NOT
aww hate revamp couple of those were reusing old videos  like those fat piece of sht eating in restaurant confused stick old habbits this image is so fkin horifyingly traumatizingly disgusting to see fat people are the perfect symbol for climate change carelessness disrespect hate torture slavery murder rape violence anger that or the symbol of the cow no offence to the herbivorous digesting methane burbing creatures being bred in an insane amounth no trees no grass no predators to balance them out just like human no one to eat us up or restain the amount of babies,ABU
i am a woman and identify as such but i rarely do make up unless i have to and love to play sports what was being called a tom boy when i was younger seems to now prompt society to corner you as trans now wtf,NOT
two things that the world need to change  fossil fuel transition to renewable  transition to plant based meat,NOT
i think we should all keep in mind that its also more difficult for women to get into higher paid jobs than it is for men not necessarily for lack of willingness though fewer women seek out certain jobs than men but from labour work to highpaid management positions males are more likely to be chosen by employers out of an equal pool of prospective employees and even sometimes when a woman has greater qualifications its a similar problem to how fewer africanamericans gain employment even when race ratio and education is equal across candidates i dont know if its just something society will grow out of or if something needs to be done to break the cycle of unequal opportunityunequal selection here in australia its not too bad given that state education is easily accessible and puts most kids on equal footing as far as modern education goes but still countless indigenous families cant get their kids the same opportunities because its so much harder for them to get a job due to discrimination theres still a widespread perception of aboriginals as welfare leeches and drug addicts that prevents them from finding work and in turn their children end up in a similar situation being unable to provide equal opportunity to their own families my point is its not always choice that creates earnings gaps between different demographics as much as we like to think our freedomloving firstworld countries provide equally abundant opportunities for everyone i just think we need to be mindful of that,NOT
im not wondering at all either compete against boys or start transgender teams you are boys now biologically born girls who compete will never win as long as there are biologically born boys in the teams,ABU
if she had come out as nonbinary everyone would be saying her reasons were valid,NOT
cant wait to watch,NOT
can some one tell me why the starting pay is different im interested to know why the starting salaries are not the same,NOT
i hope you arent trolling but i am thirty seconds in and i am so proud trish,NOT
so proud of you trish,NOT
single most greatest video,NOT
at  years old i weighed only  kilograms i was severly underweight i had no energy and mentally i was in a dark place one day i saw this vegan activist on tv talking about the dairy industry i started to do my research and i felt like i had been blind for years and i was we all are kept blind on perpose with fairytales like we need animal protein to stay healthy and animal argiculture is humane etc i refused to be part of this lie and changed my life at  years old i became a vegan because i couldnt live knowing that i cause suffering i imediately got lots of energy and because of that i started working out and gained muscle weight i am  years old today and i feel better than ever,NOT
i recommend you to do a research into rawmono,NOT
the modern day woman is so reasonable,NOT
ahhhh omfg yes,NOT
now if prager can debunk other lies like govt employees making double private sector and uaw workers being paid  per hour,NOT
ive been a vegan around year  then i stopped earlier this  due to my anxiety then before  ends i turn vegan again and will never coming back ,NOT
im sorry but thats a guy it freaks me out to hear how people think this is ok one thing is being accepted by society and family but in sports where it is all about physical strength thats different,ABU
women work in different fields different fields pay different salary women have maternity leave so they take a cut on pay for it there is no wage gap if the gap existed every company would only hire women since it would be cheaper,NOT
can you imagine mike tyson or brock lesnar fighting a woman this is ridiculous,NOT
very well done christina you rock xoxo,NOT
watch raw alignment on you tube shes a raw vegan but she gives great tips and always makes videos on what she is eating i recommend her  shes a very positive free spirit i am not vegan at all kind of like you i only eat meat sometimes but she has definitely helped me change my eating ways i eat raw a lot of the time now check her out try eating some sunflower seeds and other seed for protein avocado for fat when i make my fruit smoothies add whatever fruit you want i add kale or spinach to them and i throw in  tablespoon of chia seeds and i cook with flax seed oil instead of butter or other oils i cut out dairy and only stick with almond milk if i choose to drink any i wish you and myself luck on our eating habits and changing ways,NOT
why doesnt she just say shes non binary if shes that confused of what she is,NOT
k likes and k dislikes wow,NOT
this identity crap by these young american teens is hilarious child i dont care even if you identify yourself as a flower pot youre either a boy or a girl period,NOT
i dont wear makeup oh shit i must be trans i respect you for not wearing makeup but hun that doesnt make you trans,NOT
the truth will always win its just a matter of time thanks to all activists accelerating this positive change in the world,NOT
i really really think she just is a tom boy,NOT
there is a gender wage gap but there is no gender earnings gap everyone gets the same for the same work youve mixed up your terms,NOT
its disgusting how movements are hijacked by those who want attention people who never felt anything wrong with their identity or whats between their legs feel a sense of validation and special treatment by their peers when they come out being trans is hard people look at you like youre a freak its way harder to get a job and youre ostracised by your family in most cases i love and support anyone who legitimately feels theyve been born in the wrong body its an awful feeling but its also just a medical disorder individuals who make their personality around their medical records are like mothers who think having children makes them interesting its not that important it should be a minuscule aspect of who you are and the world does not need to know,NOT
i want to give all of my love positivity and support to you on your vegan journey  a commitment of two weeks trying out veganim is such a great step in the right direction im so hopeful that these two weeks become a lifestyle ,NOT
both just sound like gay guys smh,ABU
why dont businesses only hire women i mean if that were the problem they would just pay men less i dont really have a stance on the wage gap but if the gap were true no one is forcing businesses to pay a different wage so they wouldnt only hire women they would pay men less,NOT
the like to dislike ratio im yodeling,NOT
yeeeeeeeeeees amazing work guys ,NOT
i have not eaten meat in   years vegan for  weeks best thing i did,NOT
the road to hell is paved with good intentions this vegan movement is so scary i need to eat butter cheese liver and a steak right away to cope with this,NOT
i suuuuper duper hope she was just trolling as the stereotypical omg i think im trans especially with the timing right after sam smith if so i honestly think its funny and relevant as hell,NOT
this shit makes me sick,ABU
you adjuste for diffrent jobs good girl now lets also adjust for hours workedexperience frequency of asking for a raiseetc and there you go no gender pay gap ofcourse i would love to hear what femenists solution to the mythical gender pay gap is  the  solutions i come up with to the nonexistent paygap are as follows  everyone gets payed the same regardles of work hours worked experience and skill socialist solution  get rid of jobs completly and just have robots do the entier thing then give people a living wage rbe variant solution  force men and women to work jobs so that everything becomes  equity selution  money is done away with entierly communistrbe solution,NOT
every time i hear about gender wage gap all i could think about is what jim jefferies said lol,NOT
i feel like you could make really cool videos like vegan burger king taco bell etc and also junk food vegan like oreos most biscuits are vegan,NOT
men work higher earning jobs women choose to work jobs in fields like social sciences and arts get over yourself,NOT
oh shit hair is growing on my legs does this mean im a man,NOT
omfg there is no such thing as the wage gap i have a friend and she gets paid the same amount as me so stfu it does not exist and btw your getting that information from over  years ago,NOT
women get paid less choices boys get worse grades rigged,NOT
beautiful went vegan nearly  years ago ill never eat animal products again and that makes me so happy,NOT
you could be pansexual if you like everybody,NOT
that likedislike ratio is glorious,NOT
the real question is why do you want to close the gender wage gap by closing that gap other gaps will exist like an age wage gap nationality wage gap political affiliation wage gap earring choice wage gap etc are you going to close all of them what for why so,NOT
inequality for rich people so sad doesnt it just break your heart,NOT
two black guys competing against girls,ABU
theres a word and a term for not being male or female only its genderfluid oh my god t wtf,NOT
i think she is just trying to say shes gender fluid,NOT
even the fellow black ladies are struggling to keep up with them thats a sign,NOT
they can run fast cuz their balls arent jiggling about any more,ABU
i mean i love the look of being a masc almost stereotypical lesbian sometimes because i feel good like that do i also like looking super feminine and pretty yes you can enjoy masculinity and femininity  but like what also she doesnt want theythemhehim pronouns so im perplexed,NOT
conclusion kids are to blame ,NOT
wait  years out of business school men have an average salary of  dollars average how is this real please tell me it isnt,NOT
like by the way with what she said but what the hell is with her face  is she on crack ,ABU
completely agree great job prageru,NOT
those transgender people are completely selfish,NOT
having a gap doesnt automatically make it wrong or discriminatory lots of choices going on in one of the freest nations,NOT
i was expecting bullshit propaganda good on you vox,NOT
i find myself looking for the triple like button once more love you guys cheers,NOT
get soy milk in ur starbucks and ovbi u cant have chocolate stuff u can have i beleive like  percent dark chocolate almond milk is life try the sweetened kind banana strawberry date smoothies in the morning is great do ur dance sessions to stay active lots of carbs but no attatached fats pasta rice potatoes are great for energy and dont fatten u if u eat them with non fat things like layer veggies salads with and on them etc veggie burgers will save ur life almond butter exists i think at walmart add beans into stuff for protein snack whenever and mcdonalds fries is cooked in some kinda animal fat oil or something so watch out for that and no gummies has grosss gelatin in it try cooking and stuff u will enjoy it go to vegan places to eat out this will feel way better trust me ,NOT
okay so my faaaaav vegan dinner of all time is rice and veggies so its jasmine rice or really any rice you want  then i cook the veggies i use onion broccoli mushrooms garbanzo beans and sometimes sweet potato but use whatever you enjoy with salt pepper garlic powder and soy sauce i dont use specific measurements just until i like how it tastes then after the veggies are cooked ill mix in the rice so it soaks up the soy sauce and other seasoning then serve it up so quick so good you need to try it,NOT
so shes attracted to gay mentherefore she is a gay man nah that jus sounds like fetishization,NOT
i think shes genderfluid and androsexual attracted to masculinity but shes just really confused and needs some help badly,ABU
as a vegan i dont recommend freelees diet its pretty crazy just eat normally minus animal products i mean for those who love her diet more power to you but i have tried it and i hate it so you just have to find what works for you,NOT
women and men earn the same amount of money for the same job in the same amount of work time period,NOT
ohmygod this is amazing,NOT
blaire is so logical and actually uses sense to explain things about being trasngender please knock some sense into her,NOT
screams marketing strategy they both lost their footage ok,NOT
 well i think the male brain tells itself that it is the alpha he is the most powerful person there and thus acts like it i dont have any knowledge in that field though,NOT
them white girls just lost,NOT
dont business like investment for example  hire men more often because the people paying for this feel more comfortable with a man instead of a women explaining this stuff its sexism but its what happens stem jobs dont really matter though since as long as the job is done its done,NOT
and of course i got a join the nra ad on this video ,NOT
quorn is tho as bad for the climate as eating pig because of the way its produced better for the environment to eat chicken then quorn eat soy instead much better lokal produced even better cool down if you get upset i talked about the environment not from an animal rights perspective,NOT
im so excited about this but you filmed this a month ago june favorites,NOT
thats actually horrible freelee made trisha watch slaughterhouse footage im a vegetarian and i never watch that it looks horrible,NOT
i love you blaire youre such is a bad bitch,ABU
a lot of it involves you learning how to cook but you can probably buy some frozen vegan meals eat beans you can eat pasta with vegetables and sum nut cheese,NOT
i just cant with her i am sorry i am assertive i like shooting cars outdoors but i like doing my makeup and hair i like to be lazy some days and not have any makeup on it all just depends on the day its called being human what its not called is being trans that is for damn sure,NOT
try gardein products theyre amazing,NOT
women also leave to have children which makes them riskier employees when in positions of power since you know eventually you will have to find a replacement to fill the position and also sets them back for several months per child or longer if they elect to stay home with it for longer,NOT
how about a transgender league of their own,ABU
shut the fuck up youre a chicken nugget a lesbian now a gay man and transgender this is a total slap in the face to trans people can you stop trolling people please enough is enough educate yourself,ABU
trish we all have feminine and masculine energy in us youre absolutely right that its our individual choice to be who we want to be on any given day i dont like saying him her im more a them they to encapsulate everyone or i refer to someone as a person and not a man or woman brice lee once said that he looks at everyone as human it resonated so much with me bc i see people as whole humansand not dissecting them into groups  b e whoever you want to be love ,NOT
i approve the message but not the messengers for crying out loud why would you try to influence adults through a child what are the chances a  year old knows more then a mature adult its immature pathetic and patronizing how dare you,NOT
i thought the title was what people miss about gender,NOT
so me buying avocados thats been shipped with planes through the whole world or veggies that kill billions of insects and small animals is better than buying a local gras fed steak  dont think so ,NOT
but you can expect to gain some weight that is very normal and it will shed of so fast later you wont believe it,NOT
thank you thank you for this video i always knew this was a load of crp but now i know why,NOT
can you give links of your sources please,NOT
when betches tell me that i should shut up about abortion because im a man im like betch did you just assume my gender you transphobic piece of shet,ABU
check out mommy tang she has great recipes,NOT
the video correctly points out the disproportional amount of time women spend on child rearing duties some of these duties are dictated by nature pregnancy breast feeding etc to the extend that the gap in the remaining duties can be closed i would say this women who are bothered by this gap should choose partners that are on board with a  split in those duties but please spare us any grand social engineering schemes that try to correct this imbalance at a societal level,NOT
hi to zach efron when did this happen,NOT
rice beans tofu veggies peanut butter almond milk and lots of smoothies so excited u jointed the vegan community youre going to love it ,NOT
this is such horseshit clearly her glam and outfit tell this video is old and shes constantly posting vlogs about eating non vegan things and in her cook with me grocery haul on her vlog channel she references piggies sizzling and shes cooking bacon and apologizes to all the vegans and says she tried to go vegan for a hot minute this video is clearly the hot minute its fucking pathetic she would even upload this knowing she didnt stick with it,ABU
i am attracted to gay men which is why i identify myself as a gay man,NOT
so women can work  nights and make six figures in las vegas and strippers or what about getting tipswomen get much better tips then men and in vegas makes thousands in a night or twowhat about adult moviesthere are many things women make huge money that men cant make do you think they add this when they make wage gap claims,NOT
no single study can correctly identify the real gap which is barely recognizable,NOT
stop humiliating yourself your pathetic just stop youtube you dont deserve this platform everyone likes to have views but this is a new low your disgusting and vile youre an embarrassment she is jumping on the bandwagon,NOT
someoneplease make it make sense,NOT
anyone know how tall trisha is,NOT
i love you trisha but wtf you sound crazy af jason dodged a bullet with this one,ABU
am i transgender  do i identify as my natural born gender  um,ABU
i want to see another video from chs that explains finally why are feminists unable to comprehend this logic and common sense,NOT
more like transspecies human to land whale,ABU
i wonder why we dont hear about biological girls who transition to transmales and compete against boys probably because they would get crushedwhat say the feminists,NOT
just made my year vegan anniversary and going to make my future kids vegan too hope the world realizes is the best change for your health and for mother earth ,NOT
fuck this is disturbing kick them the hell out,ABU
good luck trying to go back to eating meat i did that after i was vegan for yr and a half my stomach literally fucked me up my stomach was so fucking sore but now im vegan again i eat bananas the majority of the day i eat toast looove toast i eat potatoes rice pasta at night watch mommytang she has the best vegan recipes,NOT
spaghetti you can make it super fast and add tons of veggies to the sauce i love making it spicy,NOT
i think this is completley idiotic idk i think you should just stick with ehat you are and never try to be somet you arent,NOT
so proud of you girl you dont have to be as skinny as freelee but if you did it right you will become the best version if yourself and you will feel freaking amazing,NOT
either the world ends or we become vegan how is a not insane person supposed to take this seriously you realize you literally have a mental problem if you believe this right this is literally the same as me saying we have to acknowledge the world is flat or else well all die pure stupidity hey crazy people explain to me how purchasing pasture raised meat is destroying the environment lololool yeah lets ignore the actual science and just brainwash people im sure this will work out absolutely great,ABU
i hate this channel now they went full feminist,NOT
im surprised at the amount of people that think shes seriousdont realize shes trolling,NOT
hahahahaha im trans but im okay with my birth sex when trisha says it its crazy but when all the  genders say it its acceptable,NOT
this is killing me girl first of all i choose not to identify as multiple personality are you kidding second what the fuck littrally no,NOT
these comments are homophobic ,NOT
i understand why men hate the feminist movement men are not personally responsible for the devaluation of womens work to tackle this problem from the perspective of feminism is a mistake because it points the finger at men rather the finger should be pointed to capitalism businesses pay women less now and historically because they can and could so yes i believe in equal work for equal pay yet the lower paying jobs seem to be womens work is it then actually a choice or enslavement,NOT
yeah bur this makeup is super cute tho uwu,NOT
shes obviously just confused about herself so can yall stop bullying and memeing people to the point where theyre likely to get depressed and eventually kill themselves cause if she does everyone in this comment section gonna pull a  and be like oh im gonna miss you rip pls bring awareness to mental health,NOT
women and men have the same rights in the western world it is all about the choices we make most women choose easier career paths and work less hours to raise children that is their own choice there is nothing wrong about it in the west men and women also share home care duties and raise children together in the western world job vacancies are offered to women and men at the same wage most men are more flexible and work long hours that is why they can make more money feminists hate independent women and use them to escalate in politics and in the company they are selfish beings feminists detest men but use them they want to share the partners bank account to also spend his salary and not happy with that they claim half of the mans assets and a pension when they divorce strong independent women never stop educating themselves overcoming bad times working hard being responsible and fair with men strong women do not fall into feminists fallacies there is not such a gender wage gap strong women respect men and women alike because independent women look far beyond the genre real women praise the individual feminists created a women day only aka discriminating men how low this is would feminists feel happy if men declare a day only for themselves lets stop with this game,ABU
this video made me so happy its so cute,NOT
girl you make me so gay thooooo also i loved your cute little squeak that you made after you said im deceased,NOT
youll get paid the same if you do as good a job,NOT
jesus its so painful to listen to her vocal fry,NOT
things not addressed that would be helpful for further research are there simply fewer women in the highest paying fields or do these fields pay more because they are male dominated in cases of change where more men go into traditionallyfemale fields such as teaching and nursing does this drive up wages across the board or just for male employees do both genders really have the same access to all professional fields or do recruiting hiring and training processes seem to favor one gender over another in certain fields ie is it a matter of simple choice or are our choices curated before they get to us how have increasing trends in women working in higher skilled educated fields impacted wages overall ie is there any evidence that wages go down in a field when more women enter it what differences in socialization based on gender impact things like negotiating wage applying for jobs which you dont necessarily have all the qualifications for etc,NOT
i find all this logic and factual evidence offensive too much common sense for me to handle,NOT
being a man is just easier being trans isnt for your convenience its not a choice and your demeaning trans people and the use of theythem please educate yourself,NOT
creat a new category for those kids,ABU
they do have unfair advantage sports is about sex not gender soon all bio born girls will be sitting watching their own sport cause selfish people like these ,NOT
this documentary makes me cry happy tears  im so happy for this amount of change in just one year vegan for  years now and counting d congrats pbn  bring on ,NOT
as a vegan i like to eat fruit in the morning with cereal and i also eat fruit as a snack in the afternoon for lunch and dinner i like to have veggiess and starches and occasionally ill eat tofu or beans for protein you should try vegan curry with tofu broccoli carrots green beans and potatoes served over rice its one of my favorites,NOT
